order_id,restaurant_name,city,order_time,delivery_time,order_value,rating,distance_km,traffic_level,payment_mode,customer_type,prep_time_min,expected_time_min,delivery_duration_min,delivery_status
198,Spice Hub,Pune,2024-04-09 22:47:00,2024-04-09 23:30:00,173,4.9,4.7,High,Wallet,Returning,15,33,43,Late
199,Quick Eats,Bangalore,2024-04-02 13:49:00,2024-04-02 15:06:00,296,4.0,10.4,High,Cash,New,21,62,77,Late
200,Quick Eats,Pune,2024-04-08 15:23:00,2024-04-08 16:21:00,170,4.6,9.3,Medium,UPI,Premium,12,49,58,Late
201,Quick Eats,Delhi,2024-04-11 14:15:00,2024-04-11 14:38:00,195,4.8,2.1,Low,Wallet,Returning,10,18,23,Late
202,Urban Food,Hyderabad,2024-04-02 14:49:00,2024-04-02 15:45:00,413,4.7,6.6,Medium,Wallet,Premium,24,50,56,Late
203,Tasty Bites,Bangalore,2024-04-03 23:04:00,2024-04-03 23:47:00,327,4.8,4.5,Medium,UPI,New,15,33,43,Late
204,Spice Hub,Delhi,2024-04-02 18:34:00,2024-04-02 19:20:00,464,3.2,5.3,Medium,Card,Premium,19,40,46,Late
205,Royal Kitchen,Mumbai,2024-04-04 11:12:00,2024-04-04 12:16:00,113,3.4,11.0,Low,Card,Premium,17,61,64,Late
206,Tasty Bites,Hyderabad,2024-04-13 18:08:00,2024-04-13 18:49:00,258,4.9,4.5,High,Card,Returning,12,30,41,Late
207,Urban Food,Bangalore,2024-04-14 19:04:00,2024-04-14 20:15:00,137,4.2,11.5,Low,Wallet,Returning,20,66,71,Late
208,Urban Food,Bangalore,2024-04-15 23:49:00,2024-04-16 00:48:00,321,4.0,8.0,High,Card,New,15,47,59,Late
209,Quick Eats,Pune,2024-04-03 14:10:00,2024-04-03 14:51:00,215,3.8,4.2,Low,Cash,Premium,20,36,41,Late
210,Tasty Bites,Hyderabad,2024-04-05 13:40:00,2024-04-05 14:43:00,420,4.6,8.4,High,Card,New,18,51,63,Late
211,Tasty Bites,Hyderabad,2024-04-11 12:37:00,2024-04-11 13:41:00,437,4.6,9.7,High,Cash,Premium,14,52,64,Late
212,Quick Eats,Hyderabad,2024-04-01 23:55:00,2024-04-02 00:15:00,585,4.1,2.0,Low,Card,Premium,12,20,20,On-time
213,Royal Kitchen,Hyderabad,2024-04-04 22:36:00,2024-04-04 23:00:00,555,4.2,1.6,Medium,Card,Premium,10,16,24,Late
214,Royal Kitchen,Hyderabad,2024-04-05 17:15:00,2024-04-05 18:14:00,332,4.8,5.9,High,Card,Premium,22,45,59,Late
215,Spice Hub,Pune,2024-04-07 17:29:00,2024-04-07 18:12:00,173,3.4,4.9,Low,UPI,Returning,20,39,43,Late
216,Tasty Bites,Delhi,2024-04-03 22:23:00,2024-04-03 23:01:00,223,4.6,2.6,High,Card,Returning,13,23,38,Late
217,Urban Food,Pune,2024-04-04 12:06:00,2024-04-04 12:59:00,542,3.4,7.8,Low,Card,Returning,19,50,53,Late
218,Quick Eats,Bangalore,2024-04-14 15:59:00,2024-04-14 16:39:00,490,4.5,1.9,High,UPI,New,20,27,40,Late
219,Food Palace,Bangalore,2024-04-15 14:31:00,2024-04-15 14:53:00,358,4.7,1.8,Low,Wallet,Returning,12,19,22,Late
220,Urban Food,Mumbai,2024-04-06 10:03:00,2024-04-06 11:12:00,551,3.3,8.8,Medium,UPI,Premium,25,60,69,Late
221,Royal Kitchen,Bangalore,2024-04-01 23:06:00,2024-04-01 23:34:00,472,5.0,1.9,Medium,Card,Premium,14,21,28,Late
222,Tasty Bites,Bangalore,2024-04-07 10:36:00,2024-04-07 11:27:00,383,3.9,5.1,High,Card,New,16,36,51,Late
223,Tasty Bites,Pune,2024-04-08 22:35:00,2024-04-08 23:33:00,599,4.9,9.9,Medium,Wallet,Premium,13,52,58,Late
224,Spice Hub,Bangalore,2024-04-09 15:48:00,2024-04-09 16:55:00,360,4.6,11.8,Low,Card,Returning,16,63,67,Late
225,Urban Food,Hyderabad,2024-04-01 12:45:00,2024-04-01 13:39:00,333,3.4,5.1,Medium,Cash,New,25,45,54,Late
226,Food Palace,Hyderabad,2024-04-15 19:20:00,2024-04-15 20:24:00,478,4.2,9.5,Low,UPI,Returning,22,60,64,Late
227,Tasty Bites,Hyderabad,2024-04-14 18:34:00,2024-04-14 19:23:00,517,4.8,5.7,Medium,Card,Premium,19,41,49,Late
228,Spice Hub,Delhi,2024-04-02 16:37:00,2024-04-02 17:04:00,342,4.1,2.2,Medium,Card,Premium,10,18,27,Late
229,Tasty Bites,Hyderabad,2024-04-01 19:30:00,2024-04-01 19:57:00,520,4.0,1.1,Low,UPI,Premium,22,26,27,Late
230,Royal Kitchen,Mumbai,2024-04-12 11:12:00,2024-04-12 11:44:00,314,3.4,1.6,Low,Cash,Premium,24,30,32,Late
231,Food Palace,Bangalore,2024-04-09 22:39:00,2024-04-09 23:09:00,170,4.4,2.3,Medium,UPI,Returning,11,20,30,Late
232,Quick Eats,Mumbai,2024-04-08 18:24:00,2024-04-08 19:23:00,567,4.3,9.2,Medium,Card,Premium,15,51,59,Late
233,Quick Eats,Delhi,2024-04-13 23:46:00,2024-04-14 01:09:00,347,3.9,11.6,High,Card,Premium,18,64,83,Late
234,Food Palace,Mumbai,2024-04-05 13:19:00,2024-04-05 14:01:00,460,4.8,4.1,Medium,Card,Premium,16,32,42,Late
235,Urban Food,Delhi,2024-04-09 22:46:00,2024-04-09 23:24:00,393,4.9,3.5,Medium,Wallet,Returning,19,33,38,Late
236,Royal Kitchen,Hyderabad,2024-04-14 15:49:00,2024-04-14 16:12:00,247,4.9,1.1,Low,Wallet,Returning,19,23,23,On-time
237,Royal Kitchen,Pune,2024-04-11 14:47:00,2024-04-11 15:15:00,523,4.8,1.5,Medium,Card,Returning,16,22,28,Late
238,Quick Eats,Delhi,2024-04-02 19:47:00,2024-04-02 20:44:00,125,5.0,6.8,High,Card,New,17,44,57,Late
239,Royal Kitchen,Hyderabad,2024-04-04 10:06:00,2024-04-04 10:43:00,341,4.2,1.8,Medium,UPI,Premium,20,27,37,Late
240,Spice Hub,Mumbai,2024-04-15 12:26:00,2024-04-15 13:54:00,433,4.1,11.7,High,Cash,Premium,25,71,88,Late
241,Food Palace,Delhi,2024-04-11 10:58:00,2024-04-11 11:50:00,478,4.5,7.9,Low,Card,Returning,17,48,52,Late
242,Royal Kitchen,Pune,2024-04-15 23:11:00,2024-04-16 00:00:00,195,4.3,6.0,Low,UPI,Returning,22,46,49,Late
243,Royal Kitchen,Delhi,2024-04-05 19:38:00,2024-04-05 20:29:00,332,4.8,7.4,Low,Cash,New,20,49,51,Late
244,Royal Kitchen,Hyderabad,2024-04-14 18:29:00,2024-04-14 18:56:00,269,3.7,1.5,Medium,Wallet,New,16,22,27,Late
245,Food Palace,Bangalore,2024-04-03 10:47:00,2024-04-03 12:01:00,445,4.8,11.5,Medium,Card,Premium,19,65,74,Late
246,Food Palace,Mumbai,2024-04-09 15:05:00,2024-04-09 15:48:00,171,4.3,6.0,Medium,Wallet,Returning,13,37,43,Late
247,Urban Food,Delhi,2024-04-05 16:15:00,2024-04-05 16:56:00,254,3.5,4.1,Medium,UPI,New,18,34,41,Late
248,Quick Eats,Hyderabad,2024-04-11 15:44:00,2024-04-11 16:24:00,160,3.8,6.1,Low,Cash,Returning,11,35,40,Late
249,Urban Food,Delhi,2024-04-11 18:59:00,2024-04-11 19:58:00,427,3.3,7.4,High,UPI,Returning,19,48,59,Late
250,Tasty Bites,Delhi,2024-04-03 17:09:00,2024-04-03 18:24:00,459,5.0,11.7,Medium,UPI,New,21,67,75,Late
251,Quick Eats,Bangalore,2024-04-11 22:38:00,2024-04-11 23:40:00,460,4.2,8.7,Low,UPI,New,24,58,62,Late
252,Tasty Bites,Pune,2024-04-14 18:57:00,2024-04-14 19:49:00,374,4.7,4.4,High,Cash,New,16,33,52,Late
253,Food Palace,Mumbai,2024-04-08 11:43:00,2024-04-08 12:42:00,560,3.5,8.5,Low,Card,Premium,25,59,59,On-time
254,Quick Eats,Bangalore,2024-04-03 18:26:00,2024-04-03 19:30:00,336,4.7,11.0,Medium,Cash,Returning,11,55,64,Late
255,Royal Kitchen,Delhi,2024-04-05 23:00:00,2024-04-06 00:20:00,137,4.5,11.4,High,Cash,Returning,16,61,80,Late
256,Spice Hub,Bangalore,2024-04-02 18:03:00,2024-04-02 18:58:00,246,4.0,7.7,Low,Card,Premium,25,55,55,On-time
257,Urban Food,Mumbai,2024-04-12 20:26:00,2024-04-12 21:41:00,545,4.8,11.3,Medium,UPI,Premium,22,67,75,Late
258,Urban Food,Bangalore,2024-04-11 23:34:00,2024-04-12 00:01:00,191,3.2,1.5,Low,Cash,Premium,21,27,27,On-time
259,Quick Eats,Bangalore,2024-04-04 23:00:00,2024-04-04 23:42:00,444,4.7,5.1,Low,UPI,Premium,19,39,42,Late
260,Royal Kitchen,Hyderabad,2024-04-07 23:14:00,2024-04-08 00:27:00,179,3.5,11.9,Low,Wallet,Premium,24,71,73,Late
261,Tasty Bites,Mumbai,2024-04-13 20:26:00,2024-04-13 21:19:00,205,3.9,7.5,High,Cash,New,10,40,53,Late
262,Spice Hub,Pune,2024-04-10 20:45:00,2024-04-10 21:53:00,122,4.7,11.7,Low,Cash,Returning,17,63,68,Late
263,Urban Food,Bangalore,2024-04-04 22:55:00,2024-04-04 23:53:00,248,4.0,10.2,Low,UPI,Premium,14,54,58,Late
264,Food Palace,Hyderabad,2024-04-10 22:43:00,2024-04-10 23:29:00,548,3.7,5.6,Medium,Card,Premium,17,39,46,Late
265,Food Palace,Hyderabad,2024-04-05 14:03:00,2024-04-05 14:44:00,447,4.8,1.6,High,UPI,Returning,15,21,41,Late
266,Urban Food,Hyderabad,2024-04-06 20:42:00,2024-04-06 21:51:00,313,5.0,9.9,Medium,Wallet,New,20,59,69,Late
267,Urban Food,Mumbai,2024-04-03 22:34:00,2024-04-03 23:45:00,253,4.2,12.0,Medium,Card,Returning,17,65,71,Late
268,Royal Kitchen,Mumbai,2024-04-09 16:26:00,2024-04-09 17:34:00,224,4.9,9.5,High,Wallet,New,14,52,68,Late
269,Tasty Bites,Mumbai,2024-04-02 17:54:00,2024-04-02 18:56:00,470,3.6,10.3,Medium,Card,Premium,12,53,62,Late
270,Food Palace,Pune,2024-04-11 19:38:00,2024-04-11 20:15:00,511,3.4,6.0,Low,Card,Returning,12,36,37,Late
271,Quick Eats,Hyderabad,2024-04-04 23:58:00,2024-04-05 01:08:00,208,4.3,11.5,Medium,UPI,Returning,19,65,70,Late
272,Food Palace,Pune,2024-04-12 19:45:00,2024-04-12 20:22:00,382,4.4,3.5,Low,Wallet,New,22,36,37,Late
273,Tasty Bites,Delhi,2024-04-09 20:22:00,2024-04-09 21:18:00,362,3.8,7.8,Medium,Wallet,Returning,18,49,56,Late
274,Urban Food,Bangalore,2024-04-08 22:53:00,2024-04-08 23:24:00,260,4.4,2.2,Medium,Cash,Premium,16,24,31,Late
275,Urban Food,Pune,2024-04-03 10:16:00,2024-04-03 11:19:00,178,4.6,6.7,High,UPI,Premium,23,49,63,Late
276,Food Palace,Delhi,2024-04-10 23:15:00,2024-04-11 00:08:00,490,4.7,6.7,Medium,UPI,Returning,20,46,53,Late
277,Urban Food,Bangalore,2024-04-12 22:22:00,2024-04-12 23:09:00,379,4.2,7.1,Low,Wallet,New,14,42,47,Late
278,Urban Food,Mumbai,2024-04-01 23:54:00,2024-04-02 00:47:00,311,3.9,10.6,Low,Cash,Premium,11,53,53,On-time
279,Food Palace,Mumbai,2024-04-03 10:13:00,2024-04-03 11:02:00,130,3.3,2.5,High,Cash,Premium,24,34,49,Late
280,Quick Eats,Hyderabad,2024-04-08 10:00:00,2024-04-08 11:10:00,108,4.3,9.3,High,Wallet,Premium,23,60,70,Late
281,Quick Eats,Delhi,2024-04-09 23:44:00,2024-04-10 00:53:00,154,3.6,8.7,High,Card,New,23,57,69,Late
282,Spice Hub,Hyderabad,2024-04-04 19:33:00,2024-04-04 20:11:00,507,3.2,2.5,Medium,UPI,New,21,31,38,Late
283,Urban Food,Pune,2024-04-08 19:15:00,2024-04-08 20:05:00,450,4.3,4.9,High,Card,Returning,17,36,50,Late
284,Spice Hub,Pune,2024-04-07 16:35:00,2024-04-07 17:17:00,104,4.0,5.3,Medium,Cash,Returning,11,32,42,Late
285,Royal Kitchen,Mumbai,2024-04-14 16:41:00,2024-04-14 17:46:00,570,3.8,10.9,Medium,Cash,Returning,13,56,65,Late
286,Spice Hub,Mumbai,2024-04-15 19:30:00,2024-04-15 20:12:00,450,4.6,6.7,Medium,UPI,Premium,11,37,42,Late
287,Tasty Bites,Hyderabad,2024-04-15 23:20:00,2024-04-16 00:01:00,173,4.3,5.4,Low,Cash,New,16,37,41,Late
288,Royal Kitchen,Bangalore,2024-04-03 19:15:00,2024-04-03 20:39:00,559,4.9,10.5,High,Cash,Returning,22,64,84,Late
289,Quick Eats,Delhi,2024-04-03 22:44:00,2024-04-03 23:24:00,481,4.9,2.6,High,Wallet,Premium,12,22,40,Late
290,Tasty Bites,Pune,2024-04-04 23:04:00,2024-04-04 23:58:00,115,3.7,6.4,Medium,Cash,Returning,22,47,54,Late
291,Royal Kitchen,Delhi,2024-04-04 15:35:00,2024-04-04 16:28:00,448,5.0,6.1,Medium,Wallet,Returning,23,47,53,Late
292,Quick Eats,Bangalore,2024-04-05 22:15:00,2024-04-05 23:03:00,237,3.8,6.4,High,Cash,Premium,12,37,48,Late
293,Food Palace,Bangalore,2024-04-07 15:23:00,2024-04-07 16:07:00,582,3.6,8.0,Low,UPI,Premium,12,44,44,On-time
294,Tasty Bites,Bangalore,2024-04-02 12:05:00,2024-04-02 12:38:00,385,3.4,1.8,Low,Card,Returning,23,30,33,Late
295,Quick Eats,Hyderabad,2024-04-01 11:22:00,2024-04-01 12:02:00,406,3.5,2.4,High,Wallet,New,12,21,40,Late
296,Tasty Bites,Bangalore,2024-04-07 16:49:00,2024-04-07 17:20:00,366,4.4,2.5,Low,Cash,Returning,17,27,31,Late
297,Food Palace,Bangalore,2024-04-05 14:17:00,2024-04-05 14:48:00,185,3.8,3.0,Medium,UPI,New,14,26,31,Late
298,Urban Food,Delhi,2024-04-08 22:04:00,2024-04-08 23:11:00,469,4.1,10.9,Medium,Wallet,Returning,18,61,67,Late
299,Royal Kitchen,Bangalore,2024-04-02 12:19:00,2024-04-02 13:16:00,530,3.5,8.3,Low,UPI,Returning,22,55,57,Late
300,Quick Eats,Bangalore,2024-04-06 16:52:00,2024-04-06 17:32:00,264,3.3,3.1,High,Card,Returning,14,26,40,Late
301,Quick Eats,Mumbai,2024-04-03 16:20:00,2024-04-03 17:05:00,500,3.7,2.9,Medium,Wallet,Returning,25,36,45,Late
302,Food Palace,Delhi,2024-04-14 22:25:00,2024-04-14 22:58:00,202,3.4,2.9,Medium,Wallet,Returning,13,24,33,Late
303,Quick Eats,Hyderabad,2024-04-13 18:01:00,2024-04-13 18:47:00,324,4.0,2.3,High,UPI,Premium,24,33,46,Late
304,Tasty Bites,Pune,2024-04-08 12:40:00,2024-04-08 13:17:00,437,3.9,3.3,Medium,Wallet,Premium,17,30,37,Late
305,Food Palace,Bangalore,2024-04-08 19:30:00,2024-04-08 20:36:00,359,4.4,6.5,High,Wallet,New,22,48,66,Late
306,Royal Kitchen,Bangalore,2024-04-12 22:34:00,2024-04-12 23:02:00,493,4.6,1.4,High,Cash,Returning,12,17,28,Late
307,Food Palace,Delhi,2024-04-10 10:36:00,2024-04-10 11:44:00,594,3.3,7.9,High,UPI,Premium,22,53,68,Late
308,Urban Food,Pune,2024-04-05 13:32:00,2024-04-05 14:48:00,291,4.9,10.6,High,Cash,New,17,59,76,Late
309,Urban Food,Bangalore,2024-04-01 17:06:00,2024-04-01 17:40:00,159,3.7,1.7,Medium,UPI,Returning,23,29,34,Late
310,Royal Kitchen,Mumbai,2024-04-06 17:50:00,2024-04-06 18:56:00,343,4.5,9.9,Low,Card,Returning,25,64,66,Late
311,Spice Hub,Bangalore,2024-04-02 14:02:00,2024-04-02 14:37:00,534,3.6,3.0,High,Wallet,Returning,13,25,35,Late
312,Tasty Bites,Pune,2024-04-04 18:11:00,2024-04-04 19:01:00,386,4.1,5.1,High,UPI,Premium,15,35,50,Late
313,Urban Food,Bangalore,2024-04-11 12:11:00,2024-04-11 13:21:00,114,3.9,7.8,High,UPI,Returning,23,54,70,Late
314,Royal Kitchen,Hyderabad,2024-04-10 16:24:00,2024-04-10 17:05:00,242,4.5,6.1,Low,UPI,Returning,16,40,41,Late
315,Royal Kitchen,Pune,2024-04-03 15:20:00,2024-04-03 15:49:00,234,3.7,1.4,Low,Cash,Premium,24,29,29,On-time
316,Royal Kitchen,Bangalore,2024-04-07 19:25:00,2024-04-07 20:28:00,280,4.8,8.8,High,Card,Premium,13,48,63,Late
317,Urban Food,Hyderabad,2024-04-12 22:19:00,2024-04-12 23:17:00,168,4.2,6.6,High,UPI,Premium,12,38,58,Late
318,Tasty Bites,Pune,2024-04-02 12:23:00,2024-04-02 13:03:00,298,4.0,2.2,High,UPI,Returning,14,22,40,Late
319,Urban Food,Hyderabad,2024-04-07 16:11:00,2024-04-07 17:02:00,185,3.6,6.9,Medium,UPI,Premium,15,42,51,Late
320,Urban Food,Delhi,2024-04-06 23:28:00,2024-04-07 00:10:00,587,3.9,4.0,High,UPI,New,11,27,42,Late
321,Spice Hub,Bangalore,2024-04-14 16:35:00,2024-04-14 17:20:00,450,3.8,1.2,High,UPI,New,25,29,45,Late
322,Urban Food,Bangalore,2024-04-03 11:36:00,2024-04-03 12:08:00,116,3.8,3.3,Low,Wallet,Returning,17,30,32,Late
323,Tasty Bites,Mumbai,2024-04-13 17:36:00,2024-04-13 18:28:00,361,4.8,2.3,High,Card,New,25,34,52,Late
324,Spice Hub,Hyderabad,2024-04-13 18:52:00,2024-04-13 19:43:00,325,4.4,7.5,Medium,Cash,Returning,11,41,51,Late
325,Quick Eats,Mumbai,2024-04-12 23:41:00,2024-04-13 00:38:00,330,4.1,9.7,Low,Wallet,New,19,57,57,On-time
326,Tasty Bites,Delhi,2024-04-14 11:49:00,2024-04-14 12:18:00,401,4.2,2.0,Low,Cash,Returning,16,24,29,Late
327,Royal Kitchen,Delhi,2024-04-10 12:50:00,2024-04-10 13:36:00,391,4.5,7.5,Low,Wallet,New,16,46,46,On-time
328,Tasty Bites,Hyderabad,2024-04-09 12:20:00,2024-04-09 13:15:00,393,3.4,5.7,High,Card,Premium,19,41,55,Late
329,Tasty Bites,Hyderabad,2024-04-13 22:26:00,2024-04-13 23:05:00,164,3.9,4.1,Low,Cash,New,18,34,39,Late
330,Royal Kitchen,Mumbai,2024-04-12 15:53:00,2024-04-12 16:50:00,172,4.2,8.1,Low,UPI,New,22,54,57,Late
331,Quick Eats,Delhi,2024-04-08 11:40:00,2024-04-08 12:25:00,483,5.0,4.9,Low,Wallet,Returning,22,41,45,Late
332,Tasty Bites,Delhi,2024-04-06 19:00:00,2024-04-06 19:59:00,425,3.6,7.7,High,Wallet,Returning,12,42,59,Late
333,Royal Kitchen,Delhi,2024-04-07 13:27:00,2024-04-07 14:02:00,265,3.5,2.1,Low,Cash,Premium,25,33,35,Late
334,Tasty Bites,Delhi,2024-04-14 17:50:00,2024-04-14 18:20:00,150,3.5,3.7,Medium,UPI,Premium,11,25,30,Late
335,Royal Kitchen,Bangalore,2024-04-15 23:10:00,2024-04-15 23:51:00,590,3.7,3.1,Medium,Cash,New,24,36,41,Late
336,Urban Food,Mumbai,2024-04-05 12:55:00,2024-04-05 13:28:00,284,4.8,2.9,Medium,UPI,Premium,12,23,33,Late
337,Tasty Bites,Pune,2024-04-15 20:10:00,2024-04-15 20:44:00,256,4.1,1.9,Low,Card,Premium,22,29,34,Late
338,Royal Kitchen,Mumbai,2024-04-02 21:06:00,2024-04-02 21:47:00,139,5.0,5.5,Low,Wallet,Premium,16,38,41,Late
339,Food Palace,Hyderabad,2024-04-11 17:00:00,2024-04-11 17:28:00,540,3.9,2.2,Low,UPI,Premium,20,28,28,On-time
340,Urban Food,Mumbai,2024-04-04 16:05:00,2024-04-04 17:15:00,260,4.8,11.7,High,Wallet,New,13,59,70,Late
341,Tasty Bites,Delhi,2024-04-13 23:48:00,2024-04-14 00:42:00,371,3.7,10.0,Low,UPI,Returning,14,54,54,On-time
342,Quick Eats,Pune,2024-04-06 21:13:00,2024-04-06 21:54:00,415,4.4,2.9,High,UPI,Returning,14,25,41,Late
343,Royal Kitchen,Bangalore,2024-04-15 11:08:00,2024-04-15 12:16:00,593,4.2,11.2,Low,UPI,New,22,66,68,Late
344,Urban Food,Delhi,2024-04-05 20:05:00,2024-04-05 20:58:00,113,3.7,7.3,Low,UPI,New,19,48,53,Late
345,Royal Kitchen,Delhi,2024-04-10 18:12:00,2024-04-10 19:26:00,430,3.5,9.5,High,UPI,Premium,22,60,74,Late
346,Spice Hub,Mumbai,2024-04-02 13:31:00,2024-04-02 14:19:00,555,4.0,4.6,High,Wallet,Returning,12,30,48,Late
347,Spice Hub,Delhi,2024-04-07 23:53:00,2024-04-08 00:57:00,379,3.6,6.6,High,Card,New,23,49,64,Late
348,Royal Kitchen,Mumbai,2024-04-01 19:04:00,2024-04-01 19:32:00,120,4.3,2.3,Low,Wallet,New,18,27,28,Late
349,Spice Hub,Bangalore,2024-04-12 18:49:00,2024-04-12 19:38:00,305,4.2,4.2,Medium,Card,Premium,23,39,49,Late
350,Spice Hub,Hyderabad,2024-04-02 14:05:00,2024-04-02 14:43:00,374,4.1,2.7,High,UPI,Returning,16,26,38,Late
351,Tasty Bites,Bangalore,2024-04-12 16:46:00,2024-04-12 17:25:00,144,3.3,6.9,Low,Cash,Returning,11,38,39,Late
352,Urban Food,Pune,2024-04-10 10:19:00,2024-04-10 11:03:00,106,3.4,4.7,High,Wallet,Premium,15,33,44,Late
353,Royal Kitchen,Mumbai,2024-04-08 15:33:00,2024-04-08 16:09:00,290,5.0,1.7,High,Cash,New,18,24,36,Late
354,Food Palace,Delhi,2024-04-06 22:27:00,2024-04-06 23:04:00,464,4.7,4.5,Medium,Cash,New,12,30,37,Late
355,Quick Eats,Pune,2024-04-09 15:03:00,2024-04-09 15:40:00,180,4.4,3.8,Medium,Wallet,Returning,15,30,37,Late
356,Tasty Bites,Pune,2024-04-12 18:00:00,2024-04-12 18:48:00,123,4.3,9.4,Low,Cash,New,10,47,48,Late
357,Urban Food,Delhi,2024-04-03 23:02:00,2024-04-04 00:02:00,264,3.9,6.2,High,Wallet,New,23,47,60,Late
358,Food Palace,Bangalore,2024-04-14 11:36:00,2024-04-14 12:17:00,444,4.9,4.8,Medium,Card,Returning,13,32,41,Late
359,Spice Hub,Mumbai,2024-04-01 16:04:00,2024-04-01 17:10:00,267,4.9,10.1,Medium,UPI,Premium,19,59,66,Late
360,Spice Hub,Hyderabad,2024-04-06 13:18:00,2024-04-06 14:05:00,224,4.5,2.4,High,Wallet,New,19,28,47,Late
361,Urban Food,Delhi,2024-04-12 18:48:00,2024-04-12 19:47:00,577,3.5,11.3,Low,Wallet,New,14,59,59,On-time
362,Urban Food,Pune,2024-04-06 20:53:00,2024-04-06 21:24:00,100,4.5,1.7,High,UPI,Premium,10,16,31,Late
363,Royal Kitchen,Bangalore,2024-04-04 18:15:00,2024-04-04 19:14:00,597,4.7,7.3,Medium,Card,New,25,54,59,Late
364,Food Palace,Delhi,2024-04-15 13:57:00,2024-04-15 14:45:00,334,4.6,2.5,High,Cash,New,23,33,48,Late
365,Royal Kitchen,Pune,2024-04-03 20:52:00,2024-04-03 21:25:00,390,3.5,3.2,Medium,Cash,Premium,12,24,33,Late
366,Spice Hub,Bangalore,2024-04-05 14:54:00,2024-04-05 15:37:00,525,4.7,2.8,Medium,UPI,New,22,33,43,Late
367,Royal Kitchen,Delhi,2024-04-05 13:04:00,2024-04-05 13:55:00,155,4.1,8.3,Low,Card,Returning,14,47,51,Late
368,Food Palace,Pune,2024-04-08 15:26:00,2024-04-08 16:07:00,331,4.8,4.9,Low,UPI,Returning,21,40,41,Late
369,Tasty Bites,Bangalore,2024-04-02 12:51:00,2024-04-02 13:50:00,120,4.7,5.3,High,Card,New,19,40,59,Late
370,Food Palace,Delhi,2024-04-12 13:22:00,2024-04-12 14:06:00,253,3.9,5.8,Medium,UPI,New,11,34,44,Late
371,Tasty Bites,Mumbai,2024-04-14 17:35:00,2024-04-14 18:27:00,336,3.7,6.1,High,Cash,Returning,17,41,52,Late
372,Spice Hub,Mumbai,2024-04-01 23:49:00,2024-04-02 00:40:00,521,4.1,9.2,Low,Cash,New,14,50,51,Late
373,Urban Food,Delhi,2024-04-10 14:58:00,2024-04-10 15:22:00,201,4.8,3.6,Low,Cash,Premium,10,24,24,On-time
374,Royal Kitchen,Bangalore,2024-04-15 23:53:00,2024-04-16 00:31:00,582,4.2,5.2,Medium,UPI,New,13,33,38,Late
375,Urban Food,Pune,2024-04-07 23:46:00,2024-04-08 01:00:00,295,4.3,11.0,Medium,UPI,Premium,25,69,74,Late
376,Royal Kitchen,Bangalore,2024-04-04 12:17:00,2024-04-04 12:56:00,117,4.9,2.3,Medium,UPI,Returning,24,33,39,Late
377,Quick Eats,Hyderabad,2024-04-05 17:26:00,2024-04-05 18:32:00,144,3.8,7.9,High,UPI,Premium,25,56,66,Late
378,Tasty Bites,Bangalore,2024-04-04 20:56:00,2024-04-04 21:43:00,510,4.6,2.5,High,UPI,Returning,17,27,47,Late
379,Quick Eats,Pune,2024-04-06 17:34:00,2024-04-06 18:35:00,357,4.2,7.8,Medium,Wallet,Premium,21,52,61,Late
380,Tasty Bites,Bangalore,2024-04-01 15:38:00,2024-04-01 16:33:00,129,4.6,10.8,Low,Card,New,10,53,55,Late
381,Urban Food,Hyderabad,2024-04-04 12:06:00,2024-04-04 12:35:00,373,3.8,2.7,Low,Card,Premium,17,27,29,Late
382,Royal Kitchen,Pune,2024-04-14 22:24:00,2024-04-14 22:59:00,221,4.5,3.7,Medium,UPI,Premium,15,29,35,Late
383,Quick Eats,Delhi,2024-04-01 21:44:00,2024-04-01 22:12:00,585,4.2,1.4,Medium,Card,Premium,14,19,28,Late
384,Food Palace,Bangalore,2024-04-08 10:05:00,2024-04-08 11:03:00,212,4.8,9.4,Low,Card,New,17,54,58,Late
385,Spice Hub,Hyderabad,2024-04-06 19:12:00,2024-04-06 19:56:00,190,4.7,4.8,Low,Wallet,New,20,39,44,Late
386,Tasty Bites,Pune,2024-04-10 21:58:00,2024-04-10 22:23:00,540,4.7,2.2,Low,Cash,New,13,21,25,Late
387,Tasty Bites,Pune,2024-04-11 16:37:00,2024-04-11 17:08:00,265,3.9,2.4,Low,Card,Premium,20,29,31,Late
388,Food Palace,Mumbai,2024-04-08 20:20:00,2024-04-08 21:21:00,440,3.5,9.8,Low,Wallet,Premium,21,60,61,Late
389,Quick Eats,Mumbai,2024-04-12 21:18:00,2024-04-12 21:52:00,100,4.5,3.5,Low,Wallet,Returning,15,29,34,Late
390,Royal Kitchen,Hyderabad,2024-04-01 12:38:00,2024-04-01 13:40:00,389,4.4,8.9,Medium,Wallet,Premium,17,52,62,Late
391,Spice Hub,Bangalore,2024-04-12 11:15:00,2024-04-12 12:15:00,425,4.2,8.6,Medium,UPI,Returning,20,54,60,Late
392,Spice Hub,Delhi,2024-04-05 13:15:00,2024-04-05 13:57:00,231,3.8,3.8,High,Wallet,New,12,27,42,Late
393,Spice Hub,Pune,2024-04-08 21:26:00,2024-04-08 22:04:00,551,4.8,3.0,Low,Cash,Returning,23,35,38,Late
394,Urban Food,Delhi,2024-04-14 17:50:00,2024-04-14 18:48:00,331,3.9,7.4,High,Wallet,New,17,46,58,Late
